slate,sample,fills,combos,contracts,equal_combo_realized_net,volume_weighted_realized_net,mean_fair_value,mean_structural_edge,mean_expected_net_edge,loss_rate
sunday_combo_2026-09-13,all_component_quality,56766,3629,18484153.62,-0.010832521253180976,0.004469624066729342,0.21381794762763842,-0.008390277067781124,,0.21658859189859467
sunday_combo_2026-09-13,frozen_below_10c,10849,899,6595374.5600000005,0.036529356557971016,0.029272053958738248,0.054085742034937934,-0.006348071746106356,0.017657304000917747,0.011123470522803115
sunday_combo_2026-09-13,operational_consider,10835,885,6591648.86,0.037568178763407845,0.02933833196060429,0.054085742034937934,-0.006348071746106356,0.017657304000917747,0.010169491525423728
sunday_combo_2026-09-13,positive_structural_edge,4750,836,3045945.3100000005,0.03783093291906033,0.003463891444753286,0.22893593742980298,0.00865576103949663,,0.19976076555023922
