combos,fills,contracts,mean_vwap,mean_settlement,full_yes_settlement_rate,any_positive_settlement_rate,equal_combo_net_per_contract,volume_weighted_net_per_contract,p05_net_per_contract,median_net_per_contract,p95_net_per_contract,worst_net_per_contract,scope,leg_count
7479,78155,21502443.58,0.3193089760938491,0.2754592860008022,0.2754378927664126,0.27557160048134777,0.031074749107927804,0.04076175995337581,-0.7426558454926506,0.19337640972961034,0.4949582713354575,-0.9860342499999999,cross_game,2
15092,89521,29411271.74,0.2084653664159813,0.1546097270076862,0.15451895043731778,0.1548502517890273,0.044037240759512354,0.0595349800360013,-0.79585408,0.12997062894038547,0.39465231167294523,-0.9888299199999999,cross_game,3
3498,10083,2495786.46,0.3032485451721907,0.30357918810749,0.30102915951972553,0.30646083476272157,-0.012472718348388223,0.025761517877301805,-0.7598058932024141,0.12872383,0.4736013157976672,-0.97577268,same_game,2
3497,5192,1103688.6500000001,0.2205454008062389,0.19440949385187303,0.19187875321704317,0.19645410351730055,0.01584074199864033,0.026749882472089564,-0.796046114,0.12587692,0.3920641355171435,-0.98696628,same_game,3
